Trace
Swept SA
A.21.04,N9000B
6800000000,-78.7682418823242
6810000000,-107.856910705566
6820000000,-78.9449081420898
6830000000,-108.336387634277
6840000000,-78.6597137451172
6850000000,-106.966346740723
6860000000,-79.3314208984375
6870000000,-103.786636352539
6880000000,-77.1611251831055
6890000000,-106.779266357422
6900000000,-77.5272674560547
6910000000,-106.719802856445
6920000000,-77.9949798583984
6930000000,-108.882453918457
6940000000,-77.5357894897461
6950000000,-106.642608642578
6960000000,-78.0382766723633
6970000000,-106.486297607422
6980000000,-76.3726272583008
6990000000,-107.828453063965
7000000000,-76.9232406616211
7010000000,-111.634292602539
7020000000,-74.6316680908203
7030000000,-107.808403015137
7040000000,-77.8883438110352
7050000000,-110.680503845215
7060000000,-78.9191589355469
7070000000,-109.988845825195
7080000000,-78.4985809326172
7090000000,-110.668899536133
7100000000,-77.3663024902344
7110000000,-110.954216003418
7120000000,-77.5124664306641
7130000000,-106.008491516113
7140000000,-77.2690963745117
7150000000,-108.677337646484
7160000000,-77.5171966552734
7170000000,-111.233520507813
7180000000,-77.2861709594727
7190000000,-109.378913879395
7200000000,-76.3972930908203
7210000000,-104.603324890137
7220000000,-78.3275604248047
7230000000,-105.576698303223
7240000000,-78.6278228759766
7250000000,-106.196472167969
7260000000,-77.9277877807617
7270000000,-104.509963989258
7280000000,-79.5795669555664
7290000000,-108.990585327148
7300000000,-77.9690246582031
7310000000,-108.866004943848
7320000000,-78.3426284790039
7330000000,-105.071548461914
7340000000,-78.8001098632813
7350000000,-104.771430969238
7360000000,-78.7772521972656
7370000000,-111.073616027832
7380000000,-77.7473449707031
7390000000,-108.233573913574
7400000000,-77.5352554321289
7410000000,-111.330093383789
7420000000,-77.6458892822266
7430000000,-105.744705200195
7440000000,-77.1020202636719
7450000000,-106.459922790527
7460000000,-77.827392578125
7470000000,-107.785041809082
7480000000,-78.5464935302734
7490000000,-107.515556335449
7500000000,-77.2499160766602
7510000000,-110.352729797363
7520000000,-75.2681045532227
7530000000,-110.114433288574
7540000000,-77.7548522949219
7550000000,-107.876487731934
7560000000,-77.6390380859375
7570000000,-103.934883117676
7580000000,-77.1280059814453
7590000000,-112.578071594238
7600000000,-83.8688812255859
7610000000,-113.573249816895
7620000000,-72.2379760742188
7630000000,-111.348564147949
7640000000,-83.8480758666992
7650000000,-114.307746887207
7660000000,-83.3126831054688
7670000000,-112.021881103516
7680000000,-83.1631927490234
7690000000,-116.967552185059
7700000000,-83.2880249023438
7710000000,-120.178695678711
7720000000,-73.0937957763672
7730000000,-109.744400024414
7740000000,-83.5217056274414
7750000000,-111.676780700684
7760000000,-82.6391448974609
7770000000,-111.554100036621
7780000000,-83.5697555541992
7790000000,-111.798309326172
7800000000,-66.7191162109375
7810000000,-111.347343444824
7820000000,-83.7437438964844
7830000000,-118.879554748535
7840000000,-83.7621765136719
7850000000,-109.553855895996
7860000000,-83.7289810180664
7870000000,-117.800605773926
7880000000,-83.6517639160156
7890000000,-113.251892089844
7900000000,-62.8653755187988
7910000000,-112.242286682129
7920000000,-83.5028076171875
7930000000,-118.52294921875
7940000000,-83.6688613891602
7950000000,-111.831176757813
7960000000,-84.0274276733398
7970000000,-112.995628356934
7980000000,-83.9188613891602
7990000000,-114.838241577148
8000000000,-62.6529159545898
8010000000,-111.960144042969
8020000000,-84.3885345458984
8030000000,-118.764213562012
8040000000,-85.3835372924805
8050000000,-113.597450256348
8060000000,-82.8944854736328
8070000000,-111.551132202148
8080000000,-83.3182907104492
8090000000,-116.31273651123
8100000000,-69.6505355834961
8110000000,-114.474731445313
8120000000,-83.8909149169922
8130000000,-109.56941986084
8140000000,-83.3567733764648
8150000000,-110.16771697998
8160000000,-83.0820388793945
8170000000,-109.430511474609
8180000000,-80.0312271118164
8190000000,-111.297492980957
8200000000,-83.7273178100586
8210000000,-116.49739074707
8220000000,-81.4458923339844
8230000000,-111.636650085449
8240000000,-81.6075286865234
8250000000,-112.146148681641
8260000000,-82.6780471801758
8270000000,-107.770652770996
8280000000,-80.3338317871094
8290000000,-109.160751342773
8300000000,-83.5091323852539
8310000000,-114.054428100586
8320000000,-81.4858093261719
8330000000,-115.580268859863
8340000000,-82.5068740844727
8350000000,-109.834808349609
8360000000,-82.6566696166992
8370000000,-114.296928405762
8380000000,-82.1353225708008
8390000000,-112.837142944336
8400000000,-82.0461196899414
8410000000,-109.32234954834
8420000000,-81.9099807739258
8430000000,-108.696510314941
8440000000,-81.6248397827148
8450000000,-108.475799560547
8460000000,-82.1423034667969
8470000000,-109.668601989746
8480000000,-81.2878265380859
8490000000,-114.841293334961
8500000000,-82.2705841064453
8510000000,-112.564109802246
8520000000,-81.7437438964844
8530000000,-109.684898376465
8540000000,-81.3009414672852
8550000000,-110.308891296387
8560000000,-82.4572601318359
8570000000,-110.626670837402
8580000000,-81.4247970581055
8590000000,-109.39306640625
8600000000,-80.559684753418
8610000000,-116.301979064941
8620000000,-82.0973205566406
8630000000,-109.468673706055
8640000000,-81.9022750854492
8650000000,-112.668228149414
8660000000,-81.53466796875
8670000000,-110.228149414063
8680000000,-80.8488922119141
8690000000,-107.930564880371
8700000000,-80.9199142456055
8710000000,-110.939971923828
8720000000,-80.4153747558594
8730000000,-108.712646484375
8740000000,-81.5918884277344
8750000000,-108.678787231445
8760000000,-80.5190811157227
8770000000,-109.617942810059
8780000000,-80.2894592285156
8790000000,-108.586044311523
8800000000,-80.5937652587891
8810000000,-111.06510925293
8820000000,-80.3126754760742
8830000000,-110.311218261719
8840000000,-79.9910736083984
8850000000,-111.639152526855
8860000000,-80.7095413208008
8870000000,-110.857498168945
8880000000,-80.5859375
8890000000,-111.66658782959
8900000000,-79.8308715820313
8910000000,-109.06037902832
8920000000,-80.8470306396484
8930000000,-112.074867248535
8940000000,-80.8020324707031
8950000000,-107.121200561523
8960000000,-80.873664855957
8970000000,-111.554679870605
8980000000,-80.2381896972656
8990000000,-105.892265319824
9000000000,-80.2896957397461
9010000000,-109.738220214844
9020000000,-80.0948944091797
9030000000,-117.375991821289
9040000000,-79.9733581542969
9050000000,-108.614112854004
9060000000,-80.7607803344727
9070000000,-112.820121765137
9080000000,-79.7182388305664
9090000000,-110.342002868652
9100000000,-81.0376129150391
9110000000,-108.307777404785
9120000000,-80.5439224243164
9130000000,-105.742347717285
9140000000,-79.837890625
9150000000,-106.329574584961
9160000000,-79.24267578125
9170000000,-114.105453491211
9180000000,-79.2792663574219
9190000000,-107.103691101074
9200000000,-79.7193756103516
9210000000,-107.567626953125
9220000000,-80.2983093261719
9230000000,-106.82438659668
9240000000,-79.9317398071289
9250000000,-112.338851928711
